,Name,Price,Cuisine,Award,City,Country,Price Level,City Population,,PERCANTAGE OF AWARDS,,,PERCENTAGE OF PRICE LEVEL,
640,L'OURS,€,Modern Cuisine,1,Crans-Montana,Switzerland,4,10218,,,,,,
641,Sommet by Martin G√∂schel,€,Modern Cuisine,1,Gstaad,Switzerland,4,9200,,,,,,
642,Maison Manesse,€,Creative,1,Zurich,Switzerland,4,,,,,,,
643,Panorama - Cayenne,€,Modern French,1,Steffisburg,Switzerland,3,15709,,,,,,
644,Zur Gedult,€,International,1,Burgdorf,Switzerland,4,30899,,,,,,
645,Au 1465,€,French Contemporary,1,Champex-Lac,Switzerland,3,,,,,,,
646,1910 Gourmet by Hausers,€,Contemporary,1,Grindelwald,Switzerland,4,3730,,,,,,
647,Kaiseki Yu-zen Hashimoto,$,Japanese,1,Toronto,Canada,4,2600000,,,,,,
648,Frilu,$,Contemporary,1,Toronto,Canada,4,2600000,,,,,,
649,Yukashi,$,Japanese,1,Toronto,Canada,4,2600000,,,,,,
650,Edulis,$,Mediterranean Cuisine,1,Toronto,Canada,4,2600000,,,,,,
651,Quetzal,$,Mexican,1,Toronto,Canada,4,2600000,,,,,,
652,Aburi Hana,$,Japanese,1,Toronto,Canada,4,2600000,,,,,,
653,Enigma Yorkville,$,Contemporary,1,Toronto,Canada,4,2600000,,,,,,
654,Griƒç,€,Farm to table,1,≈†entjo≈°t nad Horjulom,Slovenia,4,,,,,,,
655,Hi≈°a Linhart,€,Contemporary,1,Radovljica,Slovenia,3,5940,,,,,,
656,Restavracija Strelec,€,Modern Cuisine,1,Ljubljana,Slovenia,3,272220,,,,,,
657,COB,€,Creative,1,Portoro≈æ,Slovenia,4,2947,,,,,,
658,Costes,€,Modern Cuisine,1,Budapest,Hungary,4,1741041,,,,,,
659,Babel,€,Modern Cuisine,1,Budapest,Hungary,4,1741041,,,,,,
660,Borkonyha Winekitchen,€,Modern Cuisine,1,Budapest,Hungary,3,1741041,,,,,,
661,42,€,Modern Cuisine,1,Esztergom,Hungary,4,28785,,,,,,
662,Rumour,€,Creative,1,Budapest,Hungary,4,1741041,,,,,,
663,Salt,€,Modern Cuisine,1,Budapest,Hungary,4,1741041,,,,,,
664,Bosq,$,Contemporary,1,Aspen,USA,4,6882,,,,,,
665,Beckon,$,Contemporary,1,Denver,USA,4,3875,,,,,,
666,Xu's Cuisine,¥,Sichuan,1,Chengdu,China Mainland,3,13568357,,,,,,
667,Silver Pot,¥,Sichuan,1,Chengdu,China Mainland,3,13568357,,,,,,
668,Song Yun Ze,¥,Sichuan,1,Chengdu,China Mainland,4,13568357,,,,,,
669,Fang Xiang Jing,¥,Sichuan,1,Chengdu,China Mainland,3,13568357,,,,,,
670,S Kitchen,¥,French Contemporary,1,Chengdu,China Mainland,3,13568357,,,,,,
671,Chaimen Hui,¥,Sichuan,1,Chengdu,China Mainland,4,13568357,,,,,,
672,Young Art ¬∑ Yong Ya He Xian (Tongzilin East Road),¥,Sichuan,1,Chengdu,China Mainland,3,13568357,,,,,,
673,Hokkien Cuisine,¥,Fujian,1,Chengdu,China Mainland,3,13568357,,,,,,
674,Fu Rong Huang,¥,Sichuan,1,Chengdu,China Mainland,2,13568357,,,,,,
675,Ma's Kitchen,¥,Sichuan,1,Chengdu,China Mainland,2,13568357,,,,,,
676,Mi Xun Teahouse,¥,Vegetarian,1,Chengdu,China Mainland,2,13568357,,,,,,
677,La Maison de Win,$,Taiwanese contemporary,1,Taichung,Taiwan,3,1040725,,,,,,
678,Ban Bo,$,Taiwanese contemporary,1,Taipei,Taiwan,3,7871900,,,,,,
679,ZEA,$,Latin American,1,Taipei,Taiwan,4,7871900,,,,,,
680,Ad Astra,$,European Contemporary,1,Taipei,Taiwan,4,7871900,,,,,,
681,Kitcho,$,Sushi,1,Taipei,Taiwan,4,7871900,,,,,,
682,Danny's Steakhouse,$,Steakhouse,1,Taipei,Taiwan,3,7871900,,,,,,
683,Fleur de Sel,$,French Contemporary,1,Taichung,Taiwan,4,1040725,,,,,,
684,Sushi Akira,$,Sushi,1,Taipei,Taiwan,4,7871900,,,,,,
685,Yu Kapo,$,Japanese,1,Taipei,Taiwan,4,7871900,,,,,,
686,Tien Hsiang Lo,$,Hang Zhou,1,Taipei,Taiwan,3,7871900,,,,,,
687,Sushi Nomura,$,Sushi,1,Taipei,Taiwan,4,7871900,,,,,,
688,Golden Formosa,$,Taiwanese,1,Taipei,Taiwan,2,7871900,,,,,,
689,Longtail,$,Innovative,1,Taipei,Taiwan,3,7871900,,,,,,
690,Impromptu by Paul Lee,$,Innovative,1,Taipei,Taiwan,3,7871900,,,,,,
691,Mountain and Sea House,$,Taiwanese,1,Taipei,Taiwan,3,7871900,,,,,,
692,Mipon,$,Taiwanese,1,Taipei,Taiwan,3,7871900,,,,,,
693,Sho,$,Japanese,1,Kaohsiung,Taiwan,4,1519711,,,,,,
694,Oretachi No Nikuya,$,Barbecue,1,Taichung,Taiwan,3,1040725,,,,,,
695,A Cut,$,Steakhouse,1,Taipei,Taiwan,4,7871900,,,,,,
696,INITA,$,Italian Contemporary,1,Taipei,Taiwan,4,7871900,,,,,,
697,Ming Fu,$,Taiwanese,1,Taipei,Taiwan,3,7871900,,,,,,
698,Ken Anhe,$,Japanese,1,Taipei,Taiwan,4,7871900,,,,,,
699,Forchetta,$,European Contemporary,1,Taichung,Taiwan,3,1040725,,,,,,
700,Ya Ge,$,Cantonese,1,Taipei,Taiwan,4,7871900,,,,,,
701,Sushi Ryu,$,Sushi,1,Taipei,Taiwan,4,7871900,,,,,,
702,de nuit,$,French Contemporary,1,Taipei,Taiwan,4,7871900,,,,,,
703,T+T,$,Asian Contemporary,1,Taipei,Taiwan,3,7871900,,,,,,
704,Shin Yeh Taiwanese Signature,$,Taiwanese,1,Taipei,Taiwan,2,7871900,,,,,,
705,Fujin Tree Taiwanese Cuisine & Champagne (Songshan),$,Taiwanese,1,Taipei,Taiwan,2,7871900,,,,,,
706,Holt,$,European Contemporary,1,Taipei,Taiwan,4,7871900,,,,,,
707,Sushiyoshi,$,Japanese,1,Taipei,Taiwan,4,7871900,,,,,,
708,Haili,$,Modern Cuisine,1,Kaohsiung,Taiwan,3,1519711,,,,,,
709,Paris 1930 de Hideki Takayama,$,French Contemporary,1,Taipei,Taiwan,4,7871900,,,,,,
710,Sur-,$,Taiwanese contemporary,1,Taichung,Taiwan,3,1040725,,,,,,
711,Manzke,$,Contemporary,1,Los Angeles,USA,4,1616,,,,,,
712,Sons & Daughters,$,Contemporary,1,San Francisco,USA,4,2279,,,,,,
713,The Progress,$,Californian,1,San Francisco,USA,3,2279,,,,,,
714,Chez TJ,$,Contemporary,1,Mountain View,USA,4,1294,,,,,,
715,Citrin,$,Californian,1,Santa Monica,USA,4,2284,,,,,,
716,Six Test Kitchen,$,Contemporary,1,Paso Robles,USA,4,27157,,,,,,
717,Osteria Mozza,$,Italian,1,Los Angeles,USA,4,1616,,,,,,
718,Gary Danko,$,Contemporary,1,San Francisco,USA,4,2279,,,,,,
719,Kenzo,$,Japanese,1,Napa,USA,4,80434,,,,,,
720,Niku Steakhouse,$,Steakhouse,1,San Francisco,USA,4,2279,,,,,,
721,State Bird Provisions,$,Californian,1,San Francisco,USA,3,2279,,,,,,
722,Auberge du Soleil,$,Californian,1,Rutherford,USA,4,18690,,,,,,
723,Barndiva,$,Californian,1,Healdsburg,USA,3,11742,,,,,,
724,Osito,$,Contemporary,1,San Francisco,USA,4,2279,,,,,,
725,Press,$,Modern Cuisine,1,Saint Helena,USA,4,2890,,,,,,
726,Wisca (Haizhu),¥,Cantonese,1,Guangzhou,China Mainland,2,16096724,,,,,,
727,Yong,¥,Sichuan,1,Guangzhou,China Mainland,4,16096724,,,,,,
728,Xin Ji,¥,Cantonese,1,Guangzhou,China Mainland,2,16096724,,,,,,
729,R√™ver,¥,French Contemporary,1,Guangzhou,China Mainland,4,16096724,,,,,,
730,Jade River,¥,Cantonese,1,Guangzhou,China Mainland,3,16096724,,,,,,
731,Suyab Courtyard„ÉªPickmoon Gourmet,¥,Chao Zhou,1,Guangzhou,China Mainland,4,16096724,,,,,,
732,Stiller,¥,European,1,Guangzhou,China Mainland,3,16096724,,,,,,
733,Lingnan House,¥,Cantonese,1,Guangzhou,China Mainland,3,16096724,,,,,,
734,Hongtu Hall,¥,Dim Sum,1,Guangzhou,China Mainland,2,16096724,,,,,,
735,BingSheng Mansion,¥,Cantonese,1,Guangzhou,China Mainland,3,16096724,,,,,,
736,Lei Garden (Yuexiu),¥,Cantonese,1,Guangzhou,China Mainland,2,16096724,,,,,,
737,Imperial Treasure Fine Teochew Cuisine,¥,Chao Zhou,1,Guangzhou,China Mainland,3,16096724,,,,,,
738,Song,¥,Sichuan,1,Guangzhou,China Mainland,2,16096724,,,,,,
739,Yu Yue Heen,¥,Cantonese,1,Guangzhou,China Mainland,4,16096724,,,,,,
740,Lai Heen,¥,Cantonese,1,Guangzhou,China Mainland,3,16096724,,,,,,
741,BingSheng Private Kitchen (Tianhe East Road),¥,Cantonese,1,Guangzhou,China Mainland,3,16096724,,,,,,
742,Art di Daniele Sperindio,$,Italian,1,Singapore,,3,5638700,,,,,,
743,Lerouy,$,French Contemporary,1,Singapore,,3,5638700,,,,,,
744,Euphoria,$,Innovative,1,Singapore,,3,5638700,,,,,,
745,Jag,$,French Contemporary,1,Singapore,,3,5638700,,,,,,
746,Candlenut,$,Peranakan,1,Singapore,,2,5638700,,,,,,
747,Buona Terra,$,Italian Contemporary,1,Singapore,,3,5638700,,,,,,
748,Sommer,$,European Contemporary,1,Singapore,,3,5638700,,,,,,
749,Hill Street Tai Hwa Pork Noodle,$,Street Food,1,Singapore,,1,5638700,,,,,,
750,Rhubarb,$,French Contemporary,1,Singapore,,2,5638700,,,,,,
751,Cure,$,European Contemporary,1,Singapore,,3,5638700,,,,,,
752,Terra,$,Italian Contemporary,1,Singapore,,3,5638700,,,,,,
753,Sushi Sakuta,$,Sushi,1,Singapore,,4,5638700,,,,,,
754,Meta,$,Innovative,1,Singapore,,3,5638700,,,,,,
755,Imperial Treasure Fine Teochew Cuisine (Orchard),$,Teochew,1,Singapore,,2,5638700,,,,,,
756,Putien (Kitchener Road),$,Fujian,1,Singapore,,2,5638700,,,,,,
757,Whitegrass,$,French Contemporary,1,Singapore,,3,5638700,,,,,,
758,Ma Cuisine,$,French,1,Singapore,,3,5638700,,,,,,
759,Nouri,$,Innovative,1,Singapore,,4,5638700,,,,,,
760,Shinji (Bras Basah Road),$,Sushi,1,Singapore,,4,5638700,,,,,,
761,B√©ni,$,French Contemporary,1,Singapore,,3,5638700,,,,,,
762,Lei Garden,$,Cantonese,1,Singapore,,2,5638700,,,,,,
763,Iggy's,$,European Contemporary,1,Singapore,,3,5638700,,,,,,
764,Alma,$,European Contemporary,1,Singapore,,3,5638700,,,,,,
765,Summer Pavilion,$,Cantonese,1,Singapore,,2,5638700,,,,,,
766,CUT,$,Steakhouse,1,Singapore,,3,5638700,,,,,,
767,Sushi Ichi,$,Sushi,1,Singapore,,4,5638700,,,,,,
768,Sushi Kimura,$,Sushi,1,Singapore,,4,5638700,,,,,,
769,Chef Kang's,$,Cantonese,1,Singapore,,2,5638700,,,,,,
770,Braci,$,Italian Contemporary,1,Singapore,,3,5638700,,,,,,
771,Burnt Ends,$,Barbecue,1,Singapore,,3,5638700,,,,,,
772,Oshino,$,Sushi,1,Singapore,,4,5638700,,,,,,
773,Nae:um,$,Korean Contemporary,1,Singapore,,3,5638700,,,,,,
774,Esora,$,Innovative,1,Singapore,,4,5638700,,,,,,
775,Born,$,Innovative,1,Singapore,,4,5638700,,,,,,
776,Poise,$,European Contemporary,1,Singapore,,3,5638700,,,,,,
777,La Dame de Pic,$,French Contemporary,1,Singapore,,3,5638700,,,,,,
778,Summer Palace,$,Cantonese,1,Singapore,,3,5638700,,,,,,
779,Table65,$,Innovative,1,Singapore,,3,5638700,,,,,,
780,28 Wilkie,$,Innovative,1,Singapore,,3,5638700,,,,,,
781,Willow,$,Asian Contemporary,1,Singapore,,3,5638700,,,,,,
782,Hamamoto,$,Sushi,1,Singapore,,4,5638700,,,,,,
783,R√™ve,$,European Contemporary,1,Singapore,,3,5638700,,,,,,
784,Marguerite,$,European Contemporary,1,Singapore,,3,5638700,,,,,,
785,Bo≈°kinac,€,Creative,1,Novalja,Croatia,4,2415,,,,,,
786,Pelegrini,€,Modern Cuisine,1,Sibenik,Croatia,4,,,,,,,
787,Noel,€,Modern Cuisine,1,Zagreb,Croatia,4,663592,,,,,,
788,Monte,€,Creative,1,Rovinj,Croatia,4,11629,,,,,,
789,Draga di Lovrana,€,Modern Cuisine,1,Lovran,Croatia,4,2859,,,,,,
790,DILL,€,Creative,1,Reykjav√≠k,Iceland,4,118918,,,,,,
791,Nour,€,Creative,1,Stockholm,Sweden,3,1515017,,,,,,
792,Villa Vest,€,Creative,1,L√∏nstrup,Denmark,2,,,,,,,
793,Sabi Omakase Stavanger,€,Sushi,1,Stavanger,Norway,4,144877,,,,,,
794,Dragsholm Slot Gourmet,€,Creative,1,H√∏rve,Denmark,4,2382,,,,,,
795,Signum,€,Modern Cuisine,1,M√∂lnlycke,Sweden,4,17579,,,,,,
796,K2,€,Modern Cuisine,1,Stavanger,Norway,3,144877,,,,,,
797,MOTA,€,Creative,1,Nyk√∏bing Sj√¶lland,Denmark,3,5002,,,,,,
798,Sabi Omakase Oslo,€,Sushi,1,Oslo,Norway,4,580000,,,,,,
799,Kadeau Bornholm,€,Creative,1,√Ökirkeby,Denmark,4,2119,,,,,,
800,HYDE,€,Modern Cuisine,1,Oslo,Norway,3,580000,,,,,,
801,28+,€,Modern Cuisine,1,Gothenburg,Sweden,3,3514,,,,,,
802,SK Mat & M√§nniskor,€,Modern Cuisine,1,Gothenburg,Sweden,2,3514,,,,,,
803,Statholdergaarden,€,Classic Cuisine,1,Oslo,Norway,3,580000,,,,,,
804,Jatak,€,Modern Cuisine,1,Copenhagen,Denmark,3,1153615,,,,,,
805,S√∏ller√∏d Kro,€,Modern Cuisine,1,Copenhagen,Denmark,3,1153615,,,,,,
806,V√ÖR,€,Modern Cuisine,1,Porvoo,Finland,4,51135,,,,,,
807,Adam / Albin,€,Creative,1,Stockholm,Sweden,4,1515017,,,,,,
808,PM & V√§nner,€,Creative,1,V√§xj√∂,Sweden,4,65383,,,,,,
809,Lysverket,€,Modern Cuisine,1,Bergen,Norway,4,1133,,,,,,
810,Grand Royal,€,Modern Cuisine,1,Vejle,Denmark,2,60231,,,,,,
811,Mon Oncle,€,French,1,Oslo,Norway,3,580000,,,,,,
812,Knystaforsen,€,Modern Cuisine,1,Ryd√∂bruk,Sweden,4,,,,,,,
813,ARO,€,Modern Cuisine,1,Odense,Denmark,3,180863,,,,,,
814,Stallen,€,Norwegian,1,Oslo,Norway,3,580000,,,,,,
815,Frederiksminde,€,Creative,1,Pr√¶st√∏,Denmark,4,3857,,,,,,
816,Ekstedt,€,Modern Cuisine,1,Stockholm,Sweden,4,1515017,,,,,,
817,Hot Shop,€,Modern Cuisine,1,Oslo,Norway,3,580000,,,,,,
818,Tri,€,Creative,1,Agger,Denmark,3,,,,,,,
819,bhoga,€,Creative,1,Gothenburg,Sweden,3,3514,,,,,,
820,Sushi Sho,€,Japanese,1,Stockholm,Sweden,3,1515017,,,,,,
821,√Ä L'aise,€,Modern Cuisine,1,Oslo,Norway,4,580000,,,,,,
822,Kaskis,€,Modern Cuisine,1,Turku,Finland,4,195301,,,,,,
823,Olo,€,Modern Cuisine,1,Helsinki,Finland,4,658864,,,,,,
824,Kontrast,€,Scandinavian,1,Oslo,Norway,4,580000,,,,,,
825,Dom√¶ne,€,Creative,1,Herning,Denmark,3,50565,,,,,,
826,√ìX,€,Modern Cuisine,1,Reykjav√≠k,Iceland,4,118918,,,,,,
827,formel B,€,Modern Cuisine,1,Copenhagen,Denmark,3,1153615,,,,,,
828,Demo,€,Modern Cuisine,1,Helsinki,Finland,4,658864,,,,,,
829,SAVAGE,€,Creative,1,Oslo,Norway,3,580000,,,,,,
830,Schl√§gerg√•rden,€,Modern Cuisine,1,Oslo,Norway,3,580000,,,,,,
831,√ÑNG,€,Creative,1,Tv√•√•ker,Sweden,4,2640,,,,,,
832,Ti Trin Ned,€,Modern Cuisine,1,Fredericia,Denmark,3,40886,,,,,,
833,Koka,€,Modern Cuisine,1,Gothenburg,Sweden,3,3514,,,,,,
834,LYST,€,Creative,1,Vejle,Denmark,4,60231,,,,,,
835,Gastrom√©,€,Modern Cuisine,1,Aarhus,Denmark,4,,,,,,,
836,Substans,€,Creative,1,Aarhus,Denmark,3,,,,,,,
837,Project,€,Modern Cuisine,1,Gothenburg,Sweden,3,3514,,,,,,
838,Domestic,€,Modern Cuisine,1,Aarhus,Denmark,3,,,,,,,
839,Gr√∂n,€,Modern Cuisine,1,Helsinki,Finland,4,658864,,,,,,
840,ƒÇnƒÉn Saigon,‚Ç´,Vietnamese Contemporary,1,Ho Chi Minh City,Vietnam,2,8993082,,,,,,
841,Hibana by Koki,‚Ç´,Teppanyaki,1,Hanoi,Vietnam,4,8053663,,,,,,
842,Gia,‚Ç´,Vietnamese Contemporary,1,Hanoi,Vietnam,4,8053663,,,,,,
843,T·∫ßm V·ªã,‚Ç´,Vietnamese,1,Hanoi,Vietnam,2,8053663,,,,,,
844,Jin Sha,¥,Zhejiang,1,Hangzhou,China Mainland,3,9236032,,,,,,
845,Longjing Manor,¥,Zhejiang,1,Hangzhou,China Mainland,3,9236032,,,,,,
846,Ambr√© Ciel,¥,Innovative,1,Hangzhou,China Mainland,4,9236032,,,,,,
847,Xin Rong Ji,¥,Taizhou,1,Hangzhou,China Mainland,3,9236032,,,,,,
848,Jie Xiang Lou,¥,Zhejiang,1,Hangzhou,China Mainland,3,9236032,,,,,,
849,Guiyu,¥,Zhejiang,1,Hangzhou,China Mainland,3,9236032,,,,,,
850,NOA Chef‚Äôs Hall,€,Creative,1,Tallinn,Estonia,4,394024,,,,,,
851,Al Muntaha,$,French,1,Dubai,,4,3478300,,,,,,
852,Torno Subito,$,Italian,1,Dubai,,2,3478300,,,,,,
853,11 Woodfire,$,Modern Cuisine,1,Dubai,,2,3478300,,,,,,
854,avatƒÅra,$,Indian Vegetarian,1,Dubai,,4,3478300,,,,,,
855,Armani Ristorante,$,Italian,1,Dubai,,4,3478300,,,,,,
856,Dinner by Heston Blumenthal,$,Traditional British,1,Dubai,,4,3478300,,,,,,
857,Tasca by Jos√© Avillez,$,Portuguese,1,Dubai,,3,3478300,,,,,,
858,moonrise,$,Creative,1,Dubai,,4,3478300,,,,,,
859,H≈çseki,$,Japanese,1,Dubai,,4,3478300,,,,,,
860,Lega',¥,Italian,1,Nara,Japan,2,0,,,,,,
861,L'AUBERGE DE PLAISANCE SAKURAI,¥,French,1,Nara,Japan,3,0,,,,,,
862,Musoan,¥,Japanese,1,Nara,Japan,3,0,,,,,,
863,Ajinokaze Nishimura,¥,Japanese,1,Nara,Japan,3,0,,,,,,
864,Chugokusai Naramachi Kuko,¥,Chinese,1,Nara,Japan,3,0,,,,,,
865,La Terrasse iris√©e,¥,French,1,Nara,Japan,3,0,,,,,,
866,Koikiryori Aji Manso,¥,Japanese,1,Nara,Japan,3,0,,,,,,
867,Oryori Hirooka,¥,Japanese,1,Nara,Japan,2,0,,,,,,
868,Sushi Kawashima,¥,Sushi,1,Nara,Japan,3,0,,,,,,
869,GOKAN UOGIN,¥,Japanese,1,Nara,Japan,3,0,,,,,,
870,communico,¥,Innovative,1,Nara,Japan,3,0,,,,,,
871,Matsuki,¥,Japanese,1,Nara,Japan,3,0,,,,,,
872,Gen,¥,Soba,1,Nara,Japan,3,0,,,,,,
873,Okada,¥,Japanese,1,Nara,Japan,3,0,,,,,,
874,Wa Yamamura,¥,Japanese,1,Nara,Japan,3,0,,,,,,
875,Ajinotabibito Roman,¥,Japanese,1,Nara,Japan,3,0,,,,,,
876,Kaiseki Morimoto,¥,Japanese,1,Nara,Japan,3,0,,,,,,
877,Inada,¥,Japanese,1,Nara,Japan,3,0,,,,,,
878,Da terra,¥,Italian,1,Nara,Japan,3,0,,,,,,
879,LA TRACE,¥,French,1,Nara,Japan,3,0,,,,,,
880,The Surf Club Restaurant,$,American,1,Surfside,USA,4,6024,,,,,,
881,Knife & Spoon,$,Steakhouse,1,Orlando,USA,4,307573,,,,,,
882,Ariete,$,Contemporary,1,Miami,USA,4,7162,,,,,,
883,Zuicho,$,Japanese,1,Hong Kong,,4,7482500,,,,,,
884,The Demon Celebrity,$,Cantonese,1,Hong Kong,,2,7482500,,,,,,
885,Ryota Kappou Modern,$,Japanese,1,Hong Kong,,3,7482500,,,,,,
886,And≈ç,$,Innovative,1,Hong Kong,,3,7482500,,,,,,
887,Hansik Goo,$,Korean,1,Hong Kong,,3,7482500,,,,,,
888,Belon,$,French,1,Hong Kong,,4,7482500,,,,,,
889,Liu Yuan Pavilion,$,Shanghainese,1,Hong Kong,,2,7482500,,,,,,
890,Gaddi's,$,French,1,Hong Kong,,4,7482500,,,,,,
891,Mandarin Grill + Bar,$,European Contemporary,1,Hong Kong,,4,7482500,,,,,,
892,Seventh Son (Wan Chai),$,Cantonese,1,Hong Kong,,2,7482500,,,,,,
893,Sushi Saito,$,Sushi,1,Hong Kong,,4,7482500,,,,,,
894,√âpure,$,French Contemporary,1,Hong Kong,,3,7482500,,,,,,
895,Y√® Shanghai (Tsim Sha Tsui),$,Shanghainese,1,Hong Kong,,2,7482500,,,,,,
896,Yat Tung Heen,$,Cantonese,1,Hong Kong,,2,7482500,,,,,,
897,Man Wah,$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
898,Noi,$,Italian Contemporary,1,Hong Kong,,4,7482500,,,,,,
899,Nagamoto,$,Japanese,1,Hong Kong,,4,7482500,,,,,,
900,Whey,$,European Contemporary,1,Hong Kong,,3,7482500,,,,,,
901,Ying,$,Cantonese,1,Macau,,3,649335,,,,,,
902,Lai Heen,$,Cantonese,1,Macau,,3,649335,,,,,,
903,Summer Palace,$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
904,The Kitchen,$,Steakhouse,1,Macau,,3,649335,,,,,,
905,Godenya,$,Japanese,1,Hong Kong,,4,7482500,,,,,,
906,The Araki,$,Sushi,1,Hong Kong,,4,7482500,,,,,,
907,Roganic,$,European Contemporary,1,Hong Kong,,3,7482500,,,,,,
908,Vea,$,Innovative,1,Hong Kong,,4,7482500,,,,,,
909,Zest by Konishi,$,French Contemporary,1,Hong Kong,,3,7482500,,,,,,
910,Estro,$,Italian,1,Hong Kong,,3,7482500,,,,,,
911,Pang's Kitchen,$,Cantonese,1,Hong Kong,,2,7482500,,,,,,
912,Petrus,$,French,1,Hong Kong,,3,7482500,,,,,,
913,Zhejiang Heen,$,Zhejiang,1,Hong Kong,,2,7482500,,,,,,
914,Yat Lok,$,Cantonese Roast Meats,1,Hong Kong,,2,7482500,,,,,,
915,New Punjab Club,$,Indian,1,Hong Kong,,2,7482500,,,,,,
916,Yardbird,$,Yakitori,1,Hong Kong,,2,7482500,,,,,,
917,Spring Moon,$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
918,8 1/2 Otto e Mezzo - Bombana,$,Italian,1,Macau,,3,649335,,,,,,
919,Shang Palace,$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
920,Neighborhood,$,European Contemporary,1,Hong Kong,,2,7482500,,,,,,
921,Mono,$,Latin American,1,Hong Kong,,3,7482500,,,,,,
922,The Huaiyang Garden,$,Huaiyang,1,Macau,,3,649335,,,,,,
923,Kam's Roast Goose,$,Cantonese Roast Meats,1,Hong Kong,,2,7482500,,,,,,
924,Imperial Treasure Fine Chinese Cuisine (Tsim Sha Tsui),$,Cantonese,1,Hong Kong,,2,7482500,,,,,,
925,Takumi by Daisuke Mori,$,Innovative,1,Hong Kong,,4,7482500,,,,,,
926,Louise,$,French Contemporary,1,Hong Kong,,3,7482500,,,,,,
927,Five Foot Road,$,Sichuan,1,Macau,,2,649335,,,,,,
928,Zi Yat Heen,$,Cantonese,1,Macau,,3,649335,,,,,,
929,I M Teppanyaki & Wine,$,Teppanyaki,1,Hong Kong,,4,7482500,,,,,,
930,Tosca di Angelo,$,Italian,1,Hong Kong,,3,7482500,,,,,,
931,Loaf On,$,Seafood,1,Hong Kong,,2,7482500,,,,,,
932,Fu Ho,$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
933,Kappo Rin,$,Japanese,1,Hong Kong,,4,7482500,,,,,,
934,Sushi Wadatsumi,$,Sushi,1,Hong Kong,,4,7482500,,,,,,
935,Ming Court (Mong Kok),$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
936,Yong Fu,$,Ningbo,1,Hong Kong,,3,7482500,,,,,,
937,Xin Rong Ji,$,Taizhou,1,Hong Kong,,3,7482500,,,,,,
938,Ho Hung Kee (Causeway Bay),$,Noodles and Congee,1,Hong Kong,,2,7482500,,,,,,
939,Chaat,$,Indian,1,Hong Kong,,2,7482500,,,,,,
940,Beefbar,$,Steakhouse,1,Hong Kong,,3,7482500,,,,,,
941,Man Ho (Admiralty),$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
942,Duddell's,$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
943,Jardin de Jade (Wan Chai),$,Shanghainese,1,Hong Kong,,2,7482500,,,,,,
944,Fook Lam Moon (Wan Chai),$,Cantonese,1,Hong Kong,,3,7482500,,,,,,
945,Pearl Dragon,$,Cantonese,1,Macau,,3,649335,,,,,,
946,Arcane,$,European Contemporary,1,Hong Kong,,3,7482500,,,,,,
947,The Chairman,$,Cantonese,1,Hong Kong,,2,7482500,,,,,,
948,Wils,€,World Cuisine,1,Amsterdam,Netherlands,4,741636,,,,,,
949,De Juwelier,€,Modern French,1,Amsterdam,Netherlands,3,741636,,,,,,
950,Zoldering,€,Modern French,1,Amsterdam,Netherlands,2,741636,,,,,,
951,Wiesen,€,French,1,Eindhoven,Netherlands,3,209620,,,,,,
952,Zarzo,€,Creative,1,Eindhoven,Netherlands,4,209620,,,,,,
953,Brienen aan de Maas,€,Regional Cuisine,1,Well,Netherlands,3,2500,,,,,,
954,'t Raedthuys,€,Modern French,1,Duiven,Netherlands,3,25469,,,,,,
955,Daalder,€,Creative,1,Amsterdam,Netherlands,4,741636,,,,,,
956,Aan de Zweth,€,Modern French,1,Schipluiden,Netherlands,4,3635,,,,,,
957,Flavours,€,Modern Cuisine,1,Weert,Netherlands,3,48662,,,,,,
958,Restaurant Wolfslaar,€,Creative,1,Breda,Netherlands,3,167673,,,,,,
959,MOS,€,Creative French,1,Amsterdam,Netherlands,3,741636,,,,,,
960,Rijnzicht,€,Modern Cuisine,1,Doornenburg,Netherlands,4,2075,,,,,,
961,De Burgemeester,€,Modern Cuisine,1,Linschoten,Netherlands,4,3435,,,,,,
962,The Mill√®n,€,Modern Cuisine,1,Rotterdam,Netherlands,3,598199,,,,,,
963,Da Vinci,€,Classic French,1,Maasbracht,Netherlands,4,5680,,,,,,
964,Meliefste,€,Creative,1,Wolphaartsdijk,Netherlands,4,1595,,,,,,
965,Het Koetshuis,€,Modern Cuisine,1,Bennekom,Netherlands,3,14810,,,,,,
966,Marrees,€,Modern Cuisine,1,Weert,Netherlands,3,48662,,,,,,
967,Lars Amsterdam,€,Modern French,1,Amsterdam,Netherlands,3,741636,,,,,,
968,Beluga Loves You,€,Creative,1,Maastricht,Netherlands,4,122378,,,,,,
969,Sense,€,Creative,1,'s-Hertogenbosch,Netherlands,3,134520,,,,,,
970,De Bloemenbeek,€,Modern French,1,De Lutte,Netherlands,3,,,,,,,
971,Cheval Blanc,€,Modern Cuisine,1,Heemstede,Netherlands,3,25562,,,,,,
