Name	Price	Cuisine	Award	City	Country	Price Level
Nagamoto	$	Japanese	1	Hong Kong		4
Whey	$	European Contemporary	1	Hong Kong		3
Ying	$	Cantonese	1	Macau		3
Lai Heen	$	Cantonese	1	Macau		3
Summer Palace	$	Cantonese	1	Hong Kong		3
The Kitchen	$	Steakhouse	1	Macau		3
Godenya	$	Japanese	1	Hong Kong		4
The Araki	$	Sushi	1	Hong Kong		4
Roganic	$	European Contemporary	1	Hong Kong		3
Vea	$	Innovative	1	Hong Kong		4
Zest by Konishi	$	French Contemporary	1	Hong Kong		3
Estro	$	Italian	1	Hong Kong		3
Pang's Kitchen	$	Cantonese	1	Hong Kong		2
Petrus	$	French	1	Hong Kong		3
Zhejiang Heen	$	Zhejiang	1	Hong Kong		2
Yat Lok	$	Cantonese Roast Meats	1	Hong Kong		2
New Punjab Club	$	Indian	1	Hong Kong		2
Yardbird	$	Yakitori	1	Hong Kong		2
Spring Moon	$	Cantonese	1	Hong Kong		3
8 1/2 Otto e Mezzo - Bombana	$	Italian	1	Macau		3
Shang Palace	$	Cantonese	1	Hong Kong		3
Neighborhood	$	European Contemporary	1	Hong Kong		2
Mono	$	Latin American	1	Hong Kong		3
The Huaiyang Garden	$	Huaiyang	1	Macau		3
Kam's Roast Goose	$	Cantonese Roast Meats	1	Hong Kong		2
Imperial Treasure Fine Chinese Cuisine (Tsim Sha Tsui)	$	Cantonese	1	Hong Kong		2
Takumi by Daisuke Mori	$	Innovative	1	Hong Kong		4
Louise	$	French Contemporary	1	Hong Kong		3
Five Foot Road	$	Sichuan	1	Macau		2
Zi Yat Heen	$	Cantonese	1	Macau		3
I M Teppanyaki & Wine	$	Teppanyaki	1	Hong Kong		4
Tosca di Angelo	$	Italian	1	Hong Kong		3
Loaf On	$	Seafood	1	Hong Kong		2
Fu Ho	$	Cantonese	1	Hong Kong		3
Kappo Rin	$	Japanese	1	Hong Kong		4
Sushi Wadatsumi	$	Sushi	1	Hong Kong		4
Ming Court (Mong Kok)	$	Cantonese	1	Hong Kong		3
Yong Fu	$	Ningbo	1	Hong Kong		3
Xin Rong Ji	$	Taizhou	1	Hong Kong		3
Ho Hung Kee (Causeway Bay)	$	Noodles and Congee	1	Hong Kong		2
Chaat	$	Indian	1	Hong Kong		2
Beefbar	$	Steakhouse	1	Hong Kong		3
Man Ho (Admiralty)	$	Cantonese	1	Hong Kong		3
Duddell's	$	Cantonese	1	Hong Kong		3
Jardin de Jade (Wan Chai)	$	Shanghainese	1	Hong Kong		2
Fook Lam Moon (Wan Chai)	$	Cantonese	1	Hong Kong		3
Pearl Dragon	$	Cantonese	1	Macau		3
Arcane	$	European Contemporary	1	Hong Kong		3
The Chairman	$	Cantonese	1	Hong Kong		2
Wils	€	World Cuisine	1	Amsterdam	Netherlands	4
De Juwelier	€	Modern French	1	Amsterdam	Netherlands	3
Zoldering	€	Modern French	1	Amsterdam	Netherlands	2
Wiesen	€	French	1	Eindhoven	Netherlands	3
Zarzo	€	Creative	1	Eindhoven	Netherlands	4
Brienen aan de Maas	€	Regional Cuisine	1	Well	Netherlands	3
't Raedthuys	€	Modern French	1	Duiven	Netherlands	3
Daalder	€	Creative	1	Amsterdam	Netherlands	4
Aan de Zweth	€	Modern French	1	Schipluiden	Netherlands	4
Flavours	€	Modern Cuisine	1	Weert	Netherlands	3
Restaurant Wolfslaar	€	Creative	1	Breda	Netherlands	3
MOS	€	Creative French	1	Amsterdam	Netherlands	3
Rijnzicht	€	Modern Cuisine	1	Doornenburg	Netherlands	4
De Burgemeester	€	Modern Cuisine	1	Linschoten	Netherlands	4
The Millèn	€	Modern Cuisine	1	Rotterdam	Netherlands	3
Da Vinci	€	Classic French	1	Maasbracht	Netherlands	4
Meliefste	€	Creative	1	Wolphaartsdijk	Netherlands	4
Het Koetshuis	€	Modern Cuisine	1	Bennekom	Netherlands	3
Marrees	€	Modern Cuisine	1	Weert	Netherlands	3
Lars Amsterdam	€	Modern French	1	Amsterdam	Netherlands	3
Beluga Loves You	€	Creative	1	Maastricht	Netherlands	4
Sense	€	Creative	1	's-Hertogenbosch	Netherlands	3
De Bloemenbeek	€	Modern French	1	De Lutte	Netherlands	3
Cheval Blanc	€	Modern Cuisine	1	Heemstede	Netherlands	3
Olivijn	€	Creative	1	Haarlem	Netherlands	3
Kasteel Heemstede	€	Modern Cuisine	1	Houten	Netherlands	4
Tout à Fait	€	Modern French	1	Maastricht	Netherlands	4
De Vlindertuin	€	Modern French	1	Zuidlaren	Netherlands	3
Apicius	€	Modern Cuisine	1	Castricum	Netherlands	3
Monarh	€	Creative	1	Tilburg	Netherlands	4
Merlet	€	Modern Cuisine	1	Schoorl	Netherlands	4
Ratatouille Food & Wine	€	Modern Cuisine	1	Haarlem	Netherlands	3
Rantrée	€	Modern French	1	Maastricht	Netherlands	3
YAMA	€	Japanese	1	Rotterdam	Netherlands	4
ML	€	Creative	1	Haarlem	Netherlands	3
Joelia	€	Modern French	1	Rotterdam	Netherlands	4
Perceel	€	Creative	1	Capelle aan den IJssel	Netherlands	4
La Provence	€	Creative French	1	Driebergen-Rijsenburg	Netherlands	3
Bolenius	€	Creative	1	Amsterdam	Netherlands	4
't Vlasbloemeken	€	Modern Cuisine	1	Koewacht	Netherlands	3
Flicka	€	Modern Cuisine	1	Kerkdriel	Netherlands	3
Latour	€	Modern Cuisine	1	Noordwijk aan Zee	Netherlands	4
Bougainville	€	Modern Cuisine	1	Amsterdam	Netherlands	4
Central Park	€	Modern Cuisine	1	Voorburg	Netherlands	4
Voltaire	€	Creative	1	Leersum	Netherlands	4
Château Neercanne	€	French Contemporary	1	Maastricht	Netherlands	4
Atelier	€	Modern French	1	Gulpen	Netherlands	3
Vista	€	Modern French	1	Willemstad	Netherlands	3
De Kas	€	Organic	1	Amsterdam	Netherlands	3
Pieters Restaurant	€	Modern French	1	Bergambacht	Netherlands	3
Fitzgerald	€	Modern French	1	Rotterdam	Netherlands	4
Yamazato	€	Japanese	1	Amsterdam	Netherlands	4
Karel 5	€	Creative	1	Utrecht	Netherlands	3
Calla's	€	Creative French	1	The Hague	Netherlands	4
The White Room by Jacob Jan Boerma	€	Modern Cuisine	1	Amsterdam	Netherlands	4
LIZZ	€	Creative French	1	Gouda	Netherlands	3
Amarone	€	Modern French	1	Rotterdam	Netherlands	3
Ron Gastrobar	€	Creative French	1	Amsterdam	Netherlands	3
Sinne	€	Modern Cuisine	1	Amsterdam	Netherlands	3
't Ganzenest	€	Modern French	1	Rijswijk	Netherlands	3
Pikaar	€	Modern Cuisine	1	Hilvarenbeek	Netherlands	3
Bistro de la Mer	€	Classic Cuisine	1	Amsterdam	Netherlands	3
Noor	€	Creative	1	Groningen	Netherlands	4
Herberg Onder de Linden	€	Asian Influences	1	Aduard	Netherlands	3
Tante Koosje	€	Modern French	1	Loenen aan de Vecht	Netherlands	3
De Nederlanden	€	Modern Cuisine	1	Vreeland	Netherlands	4
Graphite by Peter Gast	€	Creative	1	Amsterdam	Netherlands	4
ONE	€	Creative	1	Roermond	Netherlands	4
Alma	€	Modern French	1	Oisterwijk	Netherlands	3
Alt Wyk	€	Classic Cuisine	1	Wyk	Germany	4
Pink Pepper	€	Modern Cuisine	1	Düsseldorf	Germany	4
Clara - Restaurant im Kaisersaal	€	Modern Cuisine	1	Erfurt	Germany	4
Les Deux	€	Modern French	1	Munich	Germany	4
Hämmerle's Restaurant - Barrique	€	Modern French	1	Blieskastel	Germany	3
Bembergs Häuschen	€	Modern Cuisine	1	Euskirchen	Germany	4
La Cuisine Rademacher	€	Modern French	1	Cologne	Germany	4
Restaurant Kunz	€	Classic French	1	Sankt Wendel	Germany	3
Irma la Douce	€	Classic French	1	Berlin	Germany	3
Brothers	€	Modern Cuisine	1	Munich	Germany	4
Solo Du	€	Modern Cuisine	1	Bischofswiesen	Germany	3
Der Zauberlehrling	€	Creative	1	Stuttgart	Germany	3
GOLVET	€	Creative	1	Berlin	Germany	4
Wolfshöhle	€	Classic Cuisine	1	Freiburg im Breisgau	Germany	4
DR.KOSCH	€	Modern Cuisine	1	Düsseldorf	Germany	3
Schwabenstube	€	Classic French	1	Asperg	Germany	3
Le Jardin de France im Stahlbad	€	Classic French	1	Baden-Baden	Germany	4
Schwitzer's Gourmet-Restaurant	€	Classic Cuisine	1	Waldbronn	Germany	4
Le temple	€	Modern French	1	Neuhütten	Germany	4
Gutshaus Stolpe	€	Creative	1	Stolpe	Germany	4
Schwarzer Adler	€	Classic French	1	Vogtsburg im Kaiserstuhl	Germany	4
Hupperts	€	Classic Cuisine	1	Stuttgart	Germany	4
Aubergine	€	Creative	1	Starnberg	Germany	4
Orangerie	€	Classic French	1	Timmendorfer Strand	Germany	3
Eisenbahn	€	Modern French	1	Schwäbisch Hall	Germany	4
Rebers Pflug	€	Farm to table	1	Schwäbisch Hall	Germany	3
Gourmetrestaurant Berlins Krone	€	Modern French	1	Bad Teinach-Zavelstein	Germany	4
Nagaya	€	Japanese	1	Düsseldorf	Germany	4
Carmelo Greco	€	Italian	1	Frankfurt on the Main	Germany	3
La Bécasse	€	Classic French	1	Aachen	Germany	4
Cookies Cream	€	Vegetarian	1	Berlin	Germany	4
The O'ROOM	€	Creative	1	Heringsdorf	Germany	4
Genießer Stube - Daniel Raub	€	Classic Cuisine	1	Friedland	Germany	4
Zur Post	€	Modern Cuisine	1	Odenthal	Germany	3
Seestern	€	Modern French	1	Ulm	Germany	4
The NOname	€	Modern Cuisine	1	Berlin	Germany	3
freustil	€	Creative	1	Ostseebad Binz	Germany	3
Hofstube	€	Modern Cuisine	1	Schmallenberg	Germany	4
Showroom	€	Creative	1	Munich	Germany	4
Silberdistel	€	Classic Cuisine	1	Ofterschwang	Germany	4
Christian's Restaurant - Gasthof Grainer	€	Classic Cuisine	1	Kirchdorf	Germany	3
Adler	€	Modern French	1	Lahr	Germany	3
Dobler's	€	Classic Cuisine	1	Mannheim	Germany	3
Ich weiß ein Haus am See	€	Classic French	1	Krakow am See	Germany	4
Mühlenhelle	€	Modern French	1	Gummersbach	Germany	4
Apicius	€	Modern French	1	Bad Zwischenahn	Germany	4
Sterneck	€	Creative	1	Cuxhaven	Germany	4
Gasthof Krone	€	Classic Cuisine	1	Waldenbuch	Germany	3
5	€	Modern Cuisine	1	Stuttgart	Germany	3
Friedrich Franz	€	Modern Cuisine	1	Bad Doberan	Germany	4
Richard	€	Modern French	1	Berlin	Germany	3
Spitzner	€	Modern French	1	Münster	Germany	3
halbedel's Gasthaus	€	Modern French	1	Bonn	Germany	4
SKYKITCHEN	€	Modern Cuisine	1	Berlin	Germany	4
Ostseelounge	€	Modern Cuisine	1	Dierhagen	Germany	4
ROTER HAHN by Maximilian Schmidt	€	Modern Cuisine	1	Regensburg	Germany	4
OX	€	Modern Cuisine	1	Darmstadt	Germany	4
Werneckhof Sigi Schelling	€	French Contemporary	1	Munich	Germany	4
astrein	€	Modern Cuisine	1	Cologne	Germany	4
Werners Restaurant	€	Classic French	1	Gernsbach	Germany	4
Cycene	£	Modern Cuisine	1	London	United Kingdom	4
St. Barts	£	Modern Cuisine	1	London	United Kingdom	4
SOURCE at Gilpin Hotel	£	Modern Cuisine	1	Bowness-on-Windermere	United Kingdom	4
Endo at The Rotunda	£	Japanese	1	London	United Kingdom	4
Terre	$	Modern Cuisine	1	Castlemartyr	Ireland	4
Store	£	Modern Cuisine	1	Stoke Holy Cross	United Kingdom	3
Wild Honey St James	£	Modern British	1	London	United Kingdom	3
Beach House	£	Modern Cuisine	1	Oxwich	United Kingdom	4
House	$	Modern Cuisine	1	Ardmore	Ireland	4
Sosban & The Old Butchers	£	Modern Cuisine	1	Menai Bridge	United Kingdom	4
Jamavar	£	Indian	1	London	United Kingdom	3
Restaurant Hywel Jones by Lucknam Park	£	Modern British	1	Colerne	United Kingdom	4
Cottage in the Wood	£	Modern British	1	Braithwaite	United Kingdom	3
Paul Ainsworth at No.6	£	Modern Cuisine	1	Padstow	United Kingdom	4
Paco Tapas	£	Spanish	1	City of Bristol	United Kingdom	3
Hambleton Hall	£	Classic Cuisine	1	Hambleton	United Kingdom	4
The Tudor Pass	£	Modern Cuisine	1	Egham	United Kingdom	4
Ben Wilkinson at The Pass	£	Modern British	1	Horsham	United Kingdom	4
Winteringham Fields	£	Modern Cuisine	1	Winteringham	United Kingdom	4
The Cross	£	British Contemporary	1	Kenilworth	United Kingdom	3
The Coach	£	Modern British	1	Marlow	United Kingdom	2
Purnell's	£	Modern Cuisine	1	Birmingham	United Kingdom	3
Quilon	£	Indian	1	London	United Kingdom	3
Ritz Restaurant	£	Modern British	1	London	United Kingdom	4
Restaurant Twenty-Two	£	Modern Cuisine	1	Cambridge	United Kingdom	4
Benares	£	Indian	1	London	United Kingdom	4
Clock House	£	Modern Cuisine	1	Ripley	United Kingdom	4
Galvin La Chapelle	£	French	1	London	United Kingdom	3
Hinds Head	£	Traditional British	1	Bray	United Kingdom	3
Morston Hall	£	Modern British	1	Morston	United Kingdom	4
Murano	£	Italian	1	London	United Kingdom	4
Outlaw's New Road	£	Seafood	1	Port Isaac	United Kingdom	4
Trishna	£	Indian	1	London	United Kingdom	2
hide and fox	£	Modern British	1	Saltwood	United Kingdom	4
Simpsons	£	Modern Cuisine	1	Birmingham	United Kingdom	4
Bohemia	£	Modern Cuisine	1	Saint Helier	United Kingdom	4
Black Swan	£	Creative British	1	Oldstead	United Kingdom	4
alchemilla	£	Modern British	1	Nottingham	United Kingdom	3
Lympstone Manor	£	Modern Cuisine	1	Lympstone	United Kingdom	4
Cail Bruich	£	Modern Cuisine	1	Glasgow City	United Kingdom	4
Sorrel	£	Modern British	1	Dorking	United Kingdom	4
Harwood Arms	£	Modern British	1	London	United Kingdom	3
Elephant	£	Modern British	1	Torquay	United Kingdom	3
The Man Behind The Curtain	£	Creative	1	Leeds	United Kingdom	4
Gidleigh Park	£	Modern Cuisine	1	Chagford	United Kingdom	4
Frog by Adam Handling	£	Modern Cuisine	1	London	United Kingdom	4
The Barn	£	Modern British	1	Aughton	United Kingdom	3
Masons Arms	£	Classic French	1	Knowstone	United Kingdom	3
Outlaw's Fish Kitchen	£	Seafood	1	Port Isaac	United Kingdom	3
White Swan	£	Modern British	1	Fence	United Kingdom	3
Gymkhana	£	Indian	1	London	United Kingdom	4
Salt	£	Modern British	1	Stratford-on-Avon	United Kingdom	4
Rogan & Co	£	Creative British	1	Cartmel	United Kingdom	3
The Sportsman	£	Modern British	1	Seasalter	United Kingdom	3
House of Tides	£	Modern Cuisine	1	Newcastle Upon Tyne	United Kingdom	4
The Glenturret Lalique	£	Modern Cuisine	1	Crieff	United Kingdom	4
Hakkasan Mayfair	£	Chinese	1	London	United Kingdom	3
Umu	£	Japanese	1	London	United Kingdom	4
Upstairs by Tom Shepherd	£	Modern Cuisine	1	Lichfield	United Kingdom	3
Gravetye Manor	£	Modern British	1	East Grinstead	United Kingdom	4
Dog and Gun Inn	£	British Contemporary	1	Skelton	United Kingdom	3
Bybrook	£	Modern British	1	Castle Combe	United Kingdom	4
Kai	£	Chinese	1	London	United Kingdom	4
Woven by Adam Smith	£	Modern Cuisine	1	Ascot	United Kingdom	4
The Dining Room	£	Creative	1	Malmesbury	United Kingdom	4
Pea Porridge	£	Mediterranean Cuisine	1	Bury St Edmunds	United Kingdom	2
Fordwich Arms	£	Modern Cuisine	1	Fordwich	United Kingdom	3
The Neptune	£	Modern Cuisine	1	Hunstanton	United Kingdom	3
Marcus	£	Modern Cuisine	1	London	United Kingdom	4
Artichoke	£	Modern British	1	Amersham	United Kingdom	3
Pétrus by Gordon Ramsay	£	French	1	London	United Kingdom	4
The Samling	£	Modern Cuisine	1	Ambleside	United Kingdom	4
Unalome by Graeme Cheevers	£	Modern British	1	Glasgow City	United Kingdom	4
Sollip	£	Creative	1	London	United Kingdom	4
Nut Tree Inn	£	Modern British	1	Murcott	United Kingdom	4
Opheem	£	Indian	1	Birmingham	United Kingdom	4
Carters at Westlands	£	Modern British	1	Evesham	United Kingdom	3
Adam's	£	Modern Cuisine	1	Birmingham	United Kingdom	4
The Peat Inn	£	Modern Cuisine	1	Peat Inn	United Kingdom	4
Bridge Arms	£	Modern British	1	Bridge	United Kingdom	3
Heron	£	Modern Cuisine	1	Leith	United Kingdom	3
River Café	£	Italian	1	London	United Kingdom	4
Bastible	$	Modern Cuisine	1	Dublin City	Ireland	3
Northcote	£	Modern British	1	Langho	United Kingdom	3
Home	£	Modern Cuisine	1	Penarth	United Kingdom	4
Lumière	£	Modern Cuisine	1	Cheltenham	United Kingdom	4
Portland	£	Modern Cuisine	1	London	United Kingdom	3
Locanda Locatelli	£	Italian	1	London	United Kingdom	3
Barrafina	£	Spanish	1	London	United Kingdom	2
Allium at Askham Hall	£	Modern British	1	Askham	United Kingdom	4
Pipe and Glass	£	Modern British	1	South Dalton	United Kingdom	2
Stark	£	Modern British	1	Broadstairs	United Kingdom	3
Bulrush	£	Modern British	1	City of Bristol	United Kingdom	3
Sabor	£	Spanish	1	London	United Kingdom	2
Àclèaf	£	Modern Cuisine	1	Plymouth	United Kingdom	4
Meadowsweet	£	Modern British	1	Holt	United Kingdom	4
Le Champignon Sauvage	£	Modern Cuisine	1	Cheltenham	United Kingdom	2
Pensons	£	Modern Cuisine	1	Tenbury Wells	United Kingdom	4
Eipic	£	Modern Cuisine	1	Belfast	United Kingdom	4
Glovers Alley	$	Modern Cuisine	1	Dublin City	Ireland	3
Veeraswamy	£	Indian	1	London	United Kingdom	3
Osip	£	Modern British	1	Bruton	United Kingdom	3
John's House	£	Modern Cuisine	1	Mountsorrel	United Kingdom	4
SY23	£	Modern Cuisine	1	Aberystwyth	United Kingdom	4
Latymer	£	Modern Cuisine	1	Bagshot	United Kingdom	4
Grace & Savour	£	Modern Cuisine	1	Hampton in Arden	United Kingdom	4
Evelyn's Table	£	Modern Cuisine	1	London	United Kingdom	4
Variety Jones	$	Modern Cuisine	1	Dublin City	Ireland	3
Hjem	£	Scandinavian	1	Wall	United Kingdom	4
SOLSTICE BY KENNY ATKINSON	£	Modern British	1	Newcastle Upon Tyne	United Kingdom	4
Dining Room at The Goring	£	Traditional British	1	London	United Kingdom	3
Lady Helen	$	Modern Cuisine	1	Thomastown	Ireland	4
Roots	£	Modern Cuisine	1	York	United Kingdom	4
OX	£	Modern British	1	Belfast	United Kingdom	3
Trivet	£	Modern Cuisine	1	London	United Kingdom	4
The Muddlers Club	£	Modern Cuisine	1	Belfast	United Kingdom	3
Ichigo Ichie	$	Japanese	1	Cork	Ireland	4
Walnut Tree	£	Modern British	1	Llanddewi Skirrid	United Kingdom	3
Lyle's	£	Modern British	1	London	United Kingdom	3
Pollen Street Social	£	Modern Cuisine	1	London	United Kingdom	4
The Angel	£	Modern Cuisine	1	Hetton	United Kingdom	4
Leroy	£	Modern British	1	London	United Kingdom	3
Five Fields	£	Modern Cuisine	1	London	United Kingdom	4
Hakkasan Hanway Place	£	Chinese	1	London	United Kingdom	4
The Ninth	£	Mediterranean Cuisine	1	London	United Kingdom	3
Brat	£	Traditional British	1	London	United Kingdom	3
Pine	£	Modern Cuisine	1	East Wallhouses	United Kingdom	4
Wild Honey Inn	$	Classic Cuisine	1	Lisdoonvarna	Ireland	3
Bastion	$	Modern Cuisine	1	Kinsale	Ireland	4
Condita	£	Modern Cuisine	1	Edinburgh	United Kingdom	4
The Kitchin	£	Modern Cuisine	1	Leith	United Kingdom	4
Pentonbridge Inn	£	Modern British	1	Penton	United Kingdom	4
Campagne	$	Modern Cuisine	1	Kilkenny	Ireland	3
Chestnut	$	Modern Cuisine	1	Ballydehob	Ireland	4
The Oak Room	$	Modern Cuisine	1	Adare	Ireland	4
Martin Wishart	£	Modern Cuisine	1	Leith	United Kingdom	4
City Social	£	Modern Cuisine	1	London	United Kingdom	3
Club Gascon	£	French	1	London	United Kingdom	4
Pied à Terre	£	Creative	1	London	United Kingdom	4
Interlude	£	Creative	1	Lower Beeding	United Kingdom	4
Elystan Street	£	Modern British	1	London	United Kingdom	3
Timberyard	£	Modern British	1	Edinburgh	United Kingdom	3
Olive Tree	£	Modern Cuisine	1	Bath	United Kingdom	4
Chez Bruce	£	French	1	London	United Kingdom	3
La Trompette	£	Modern British	1	London	United Kingdom	3
Luca	£	Italian	1	London	United Kingdom	3
The Whitebrook	£	Creative British	1	Whitebrook	United Kingdom	4
Dysart Petersham	£	Modern Cuisine	1	London	United Kingdom	3
Trinity	£	Modern Cuisine	1	London	United Kingdom	3
St. JOHN	£	Traditional British	1	London	United Kingdom	3
Kitchen W8	£	Modern Cuisine	1	London	United Kingdom	3
Behind	£	Modern British	1	London	United Kingdom	4
Casa Fofō	£	Modern Cuisine	1	London	United Kingdom	3
Cornerstone	£	Seafood	1	London	United Kingdom	3
HIDE	£	Modern British	1	London	United Kingdom	4
Angler	£	Seafood	1	London	United Kingdom	4
Amaya	£	Indian	1	London	United Kingdom	3
sō–lō	£	Modern British	1	Aughton	United Kingdom	3
The Royal Oak	£	Modern British	1	Whatcote	United Kingdom	3
Le Roannay	€	Modern French	1	Francorchamps	Belgium	3
Marcus	€	Creative	1	Deerlijk	Belgium	4
Nebo	€	Contemporary	1	Antwerpen	Belgium	3
l'Essentiel	€	Creative French	1	Temploux	Belgium	3
La Table de Manon	€	French Contemporary	1	Grandhan	Belgium	2
Chai Gourmand	€	Modern Cuisine	1	Beuzet	Belgium	3
Le Pré des Oréades	€	Classic French	1	Spa	Belgium	4
Fine Fleur	€	Creative	1	Antwerpen	Belgium	3
Dôme	€	Classic French	1	Antwerpen	Belgium	4
¡Toma!	€	Creative	1	Liège	Belgium	4
Mosconi	€	Italian	1	Luxembourg		4
Sensum	€	Modern Cuisine	1	Sint-Denijs-Westrem	Belgium	3
DIM Dining	€	Asian	1	Antwerpen	Belgium	4
Tinèlle	€	French Contemporary	1	Mechelen	Belgium	3
Ryôdô	€	Japanese	1	Luxembourg		4
Hostellerie St-Nicolas	€	Creative	1	Elverdinge	Belgium	4
Arenberg	€	Classic Cuisine	1	Heverlee	Belgium	3
In den Hert	€	Classic Cuisine	1	Wannegem-Lede	Belgium	4
Guillou Campagne	€	Classic French	1	Schouweiler	Luxembourg	3
Aurum by Gary Kirchens	€	Modern Cuisine	1	Ordingen	Belgium	3
Arden	€	French Contemporary	1	Villers-sur-Lesse	Belgium	4
Da Mimmo	€	Italian	1	Woluwe-Saint-Lambert	Belgium	4
Kommilfoo	€	Creative	1	Antwerpen	Belgium	3
Héliport Brasserie	€	Creative French	1	Liège	Belgium	3
Maison Marit	€	Classic French	1	Braine-l'Alleud	Belgium	3
Comme chez Soi	€	Classic Cuisine	1	Brussels	Belgium	4
Melchior	€	Creative French	1	Tienen	Belgium	3
Benoit en Bernard Dewitte	€	Modern French	1	Ouwegem	Belgium	4
Philippe Fauchet	€	Creative	1	Saint-Georges-sur-Meuse	Belgium	4
Ogst	€	Modern French	1	Hasselt	Belgium	3
De Zuidkant	€	Modern Cuisine	1	Damme	Belgium	3
Le Pilori	€	Modern French	1	Écaussinnes-Lalaing	Belgium	3
't Fornuis	€	Classic Cuisine	1	Antwerpen	Belgium	4
M-Bistro	€	Modern Cuisine	1	Nieuwpoort	Belgium	3
Le Coq aux Champs	€	Creative French	1	Soheit-Tinlot	Belgium	3
Goffin	€	Modern Cuisine	1	Sint-Kruis	Belgium	3
Magis	€	Modern Cuisine	1	Tongeren	Belgium	3
Michel	€	Modern French	1	Groot-Bijgaarden	Belgium	3
Le Vieux Château	€	Modern Cuisine	1	Flobecq	Belgium	3
Léa Linster	€	Modern French	1	Frisange	Luxembourg	4
Innesto	€	Creative	1	Zonhoven	Belgium	3
Le Comptoir de Marie	€	Italian	1	Mons	Belgium	3
Au Gré du Vent	€	Farm to table	1	Seneffe	Belgium	3
Hostellerie Le Fox	€	Creative French	1	De Panne	Belgium	4
Fani	€	Italian	1	Roeser	Luxembourg	4
Quai n°4	€	Modern Cuisine	1	Ath	Belgium	3
Quadras	€	Creative	1	Saint Vith	Belgium	3
't Overhamme	€	Modern Cuisine	1	Aalst	Belgium	3
Sel Gris	€	Creative	1	Knokke	Belgium	4
De Mijlpaal	€	Creative	1	Tongeren	Belgium	3
FRANQ	€	Modern Cuisine	1	Antwerpen	Belgium	3
Het Gebaar	€	Creative	1	Antwerpen	Belgium	4
L'Envie	€	Modern French	1	Sint-Denijs	Belgium	3
Le Cor de Chasse	€	Creative	1	Wéris	Belgium	3
Zur Post	€	Modern Cuisine	1	Saint Vith	Belgium	3
Bistrot du Nord	€	Traditional Cuisine	1	Antwerpen	Belgium	3
Le Pristine	€	Italian Contemporary	1	Antwerpen	Belgium	4
Hof Ter Hulst	€	Classic Cuisine	1	Hulshout	Belgium	3
Fleur de Lin	€	Modern Cuisine	1	Zele	Belgium	3
EED	€	Modern Cuisine	1	Leuven	Belgium	4
't Stoveke	€	Modern Cuisine	1	Strombeek-Bever	Belgium	3
Zet'Joe by Geert Van Hecke	€	Creative French	1	Brugge	Belgium	4
Centpourcent	€	Modern Cuisine	1	Sint-Katelijne-Waver	Belgium	3
't Korennaer	€	Modern Cuisine	1	Nieuwkerken-Waas	Belgium	3
Les Gourmands	€	Classic Cuisine	1	Blaregnies	Belgium	3
De Kristalijn	€	Modern Cuisine	1	Genk	Belgium	4
De Pastorie	€	Modern Cuisine	1	Lichtaart	Belgium	4
De Bakermat	€	Modern French	1	Ninove	Belgium	4
Nathan	€	Modern French	1	Antwerpen	Belgium	4
La Belle	€	Creative French	1	Geel	Belgium	3
Hostellerie Gilain	€	Modern French	1	Sorinnes	Belgium	4
Philippe Meyers	€	Modern French	1	Braine-l'Alleud	Belgium	3
Bistro Racine	€	Modern Cuisine	1	Braine-le-Château	Belgium	2
Sir Kwinten	€	Modern Cuisine	1	Sint-Kwintens-Lennik	Belgium	3
Publiek	€	Modern Cuisine	1	Gent	Belgium	3
Cuines,33	€	Creative	1	Knokke	Belgium	4
La Distillerie	€	Creative	1	Bourglinster	Luxembourg	4
Carcasse	€	Meats and Grills	1	Sint-Idesbald	Belgium	4
Alter	€	Creative	1	Tongeren	Belgium	4
Horseele	€	Creative French	1	Gent	Belgium	4
Omar Dhiab	€	Modern Cuisine	1	Paris	France	4
Ressources	€	Modern Cuisine	1	Bordeaux	France	3
de:ja	€	Modern Cuisine	1	Strasbourg	France	4
Pure & V	€	Modern Cuisine	1	Nice	France	4
L’Épicurien - Abbaye de Villeneuve	€	Modern Cuisine	1	Les Sorinières	France	3
Ōrtensia	€	Modern Cuisine	1	Paris	France	4
Les Cadets	€	Modern Cuisine	1	Nantes	France	3
Le Pavillon - Hôtel Westminster	€	Creative	1	Le Touquet-Paris-Plage	France	4
La Dame de Pic - Le 1920	€	Creative	1	Megève	France	4
La Mare aux Oiseaux	€	Creative	1	Saint-Joachim	France	4
Couleurs de Shimatani	€	Fusion	1	La Ciotat	France	3
Ochre	€	Modern Cuisine	1	Rueil-Malmaison	France	4
L'Empreinte	€	Modern Cuisine	1	Buxy	France	3
Aumì	€	Modern Cuisine	1	Puymoyen	France	2
Mallory Gabsi	€	Modern Cuisine	1	Paris	France	3
Le Clocher des Pères	€	Creative	1	Saint-Martin-sur-la-Chambre	France	3
Enfin	€	Modern Cuisine	1	Barr	France	3
L'Auberge de Saint-Rémy-de-Provence - Fanny Rey & Jonathan Wahid	€	Modern Cuisine	1	Saint-Rémy-de-Provence	France	4
Le Kaïku	€	Modern Cuisine	1	Saint-Jean-de-Luz	France	3
Les Cèdres	€	Classic Cuisine	1	Granges-les-Beaumont	France	4
La Vieille Tour	€	Modern Cuisine	1	Plérin	France	3
Le Saint Placide	€	Creative	1	Saint-Malo	France	3
Bellefeuille - Saint James Paris	€	Creative	1	Paris	France	4
L'Archeste	€	Modern Cuisine	1	Paris	France	4
